Crop,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,temperature,humidity,ph,rainfall,N_percent,P_percent,K_percent,total_yield,Fertilizer_per_ha,Pesticide_per_ha,Soil_Type
Bajra,Kharif     ,Gujarat,179295.0,282188,710.5,27476958.8,62753.2,1.56,21.2,53.6,6.09,298.6,49.8,22.4,27.9,279700.2,153.25000027887003,0.3499997211299813,Sandy
Bajra,Summer     ,Gujarat,252076.0,629445,710.5,38630647.0,88226.6,2.44,32.1,60.7,7.43,298.6,52.8,25.5,21.7,615065.44,153.25,0.35,Sandy
Banana,Whole Year ,Gujarat,28500.0,2332252,710.5,4367625.0,9975.0,82.9,26.8,62.7,6.18,119.8,53.7,25.8,20.5,2362650.0,153.25,0.35,Loamy
Castor seed,Kharif     ,Gujarat,543697.0,1126810,710.5,83321565.2,190294.0,2.03,27.0,60.7,6.77,298.6,50.0,21.5,28.5,1103704.91,153.249999908037,0.3500000919629867,Sandy Loam
Cotton(lint),Kharif     ,Gujarat,2390944.0,5155549,710.5,366412168.0,836830.4,2.95,35.2,50.1,6.43,99.9,51.1,17.8,31.2,7053284.800000001,153.25,0.35,Black
Dry chillies,Whole Year ,Gujarat,7349.0,7595,710.5,1126234.2,2572.2,1.15,24.7,50.3,6.15,298.6,51.7,26.0,22.3,8451.349999999999,153.24999319635324,0.3500068036467546,Loamy
Garlic,Whole Year ,Gujarat,9462.0,48386,710.5,1450051.5,3311.7,4.95,26.0,33.5,6.9,298.6,52.2,22.7,25.1,46836.9,153.25,0.35,Loamy
Gram,Rabi       ,Gujarat,164412.0,184887,710.5,25196139.0,57544.2,1.03,22.8,55.2,6.35,298.6,50.2,23.7,26.1,169344.36000000002,153.25,0.35,Sandy Loam
Groundnut,Summer     ,Gujarat,63644.0,113190,710.5,9753443.0,22275.4,1.65,27.2,62.3,6.27,298.6,45.0,25.7,29.3,105012.6,153.25,0.35,Sandy Loam
Guar seed,Whole Year ,Gujarat,223342.0,148920,710.5,34227161.5,78169.7,0.67,29.5,61.3,6.56,298.6,51.3,21.6,27.1,149639.14,153.25,0.35,Loamy
Jowar,Kharif     ,Gujarat,73286.0,117562,710.5,11231079.5,25650.1,1.62,20.5,55.6,5.56,298.6,48.2,26.5,25.3,118723.32,153.25,0.35,Red
Jowar,Rabi       ,Gujarat,30139.0,45632,710.5,4618801.8,10548.6,1.51,23.8,65.3,6.77,298.6,46.0,27.8,26.3,45509.89,153.25000165898004,0.3499983410199409,Red
Maize,Kharif     ,Gujarat,321379.0,539081,710.5,49251331.8,112482.6,1.79,20.2,81.2,5.86,109.8,58.7,24.0,17.3,575268.41,153.25000015557953,0.3499998444204506,Alluvial
Maize,Summer     ,Gujarat,11311.0,24059,710.5,1733410.8,3958.8,2.08,22.7,67.7,6.9,109.8,52.2,26.2,21.6,23526.88,153.25000442047565,0.3499955795243568,Alluvial
Moong(Green Gram),Kharif     ,Gujarat,153577.0,69704,710.5,23535675.2,53752.0,0.47,27.4,40.1,6.04,298.6,54.0,24.2,21.8,72181.19,153.2499996744304,0.350000325569584,Sandy Loam
Moong(Green Gram),Summer     ,Gujarat,29165.0,26435,710.5,4469536.2,10207.8,0.77,23.6,66.6,6.81,298.6,52.7,20.4,26.9,22457.05,153.24999828561633,0.350001714383679,Sandy Loam
Moth,Kharif     ,Gujarat,32478.0,15229,710.5,4977253.5,11367.3,0.48,18.5,66.7,6.72,298.6,49.5,21.4,29.1,15589.44,153.25,0.35,Loamy
Onion,Rabi       ,Gujarat,42408.0,1104672,710.5,6499026.0,14842.8,26.39,26.5,48.8,7.39,298.6,49.5,22.7,27.8,1119147.12,153.25,0.35,Loamy
Onion,Summer     ,Gujarat,13489.0,400128,710.5,2067189.2,4721.2,26.56,29.0,67.1,6.65,298.6,50.6,23.6,25.8,358267.84,153.249996293276,0.3500037067239973,Loamy
Other Cereals,Kharif     ,Gujarat,5937.0,3499,710.5,909845.2,2078.0,0.69,25.7,46.3,7.26,298.6,47.1,30.8,22.2,4096.53,153.24999157823817,0.3500084217618325,Loamy
Other Cereals,Rabi       ,Gujarat,13867.0,21025,710.5,2125117.8,4853.4,1.43,26.6,66.1,7.02,298.6,50.9,23.3,25.7,19829.81,153.25000360568254,0.3499963943174443,Loamy
Other Kharif pulses,Kharif     ,Gujarat,4791.0,2887,710.5,734220.8,1676.8,0.61,26.1,60.1,6.93,298.6,44.0,30.3,25.7,2922.51,153.25001043623462,0.3499895637653934,Loamy
Potato,Whole Year ,Gujarat,134306.0,3445898,710.5,20582394.5,47007.1,24.93,24.4,67.1,7.24,298.6,49.4,24.2,26.5,3348248.58,153.25,0.35,Alluvial
Ragi,Kharif     ,Gujarat,19205.0,23966,710.5,2943166.2,6721.8,1.13,26.7,72.9,6.56,298.6,46.8,28.6,24.6,21701.65,153.24999739651133,0.3500026034886748,Red
Rapeseed &Mustard,Rabi       ,Gujarat,200062.0,354388,710.5,30659501.5,70021.7,1.72,28.6,41.1,6.42,298.6,51.6,24.5,24.0,344106.64,153.25,0.35,Loamy
Rice,Kharif     ,Gujarat,792207.0,1808275,710.5,121405722.8,277272.4,2.07,19.3,74.0,6.0,298.6,54.8,26.3,18.9,1639868.4899999998,153.2500000631148,0.3499999368851828,Clayey
Rice,Summer     ,Gujarat,55403.0,180196,710.5,8490509.8,19391.0,3.13,22.7,72.6,5.85,298.6,53.5,28.2,18.4,173411.38999999998,153.2500009024782,0.3499990975217948,Clayey
Sesamum,Kharif     ,Gujarat,128910.0,68799,710.5,19755457.5,45118.5,0.54,26.1,44.8,6.66,298.6,48.8,22.7,28.4,69611.40000000001,153.25,0.35,Loamy
Sesamum,Summer     ,Gujarat,20007.0,16326,710.5,3066072.8,7002.4,0.67,27.7,45.5,6.83,298.6,46.1,26.5,27.4,13404.69,153.2500024991253,0.3499975008746938,Loamy
Soyabean,Kharif     ,Gujarat,120222.0,105981,710.5,18424021.5,42077.7,0.94,13.8,83.1,7.05,298.6,50.6,23.4,25.9,113008.68,153.25,0.35,Black
Tobacco,Kharif     ,Gujarat,37917.0,74392,710.5,5810780.2,13271.0,1.89,23.6,60.2,6.28,298.6,49.1,27.5,23.4,71663.12999999999,153.24999868133028,0.350001318669726,Loamy
Tobacco,Rabi       ,Gujarat,116736.0,388498,710.5,17889792.0,40857.6,3.33,25.8,61.6,5.57,298.6,48.7,23.1,28.2,388730.88,153.25,0.35,Loamy
Urad,Kharif     ,Gujarat,193539.0,117650,710.5,29659851.8,67738.6,0.66,23.1,59.2,6.4,298.6,46.5,29.6,23.9,127735.74,153.25000025834586,0.3499997416541369,Loamy
Urad,Summer     ,Gujarat,3812.0,4616,710.5,584189.0,1334.2,0.81,32.1,51.7,5.84,298.6,50.1,24.3,25.6,3087.7200000000003,153.25,0.35,Loamy
Wheat,Rabi       ,Gujarat,999370.0,2757755,710.5,153153452.5,349779.5,2.74,22.2,61.9,6.66,298.6,58.9,20.4,20.8,2738273.8000000003,153.25,0.35,Alluvial
Arhar/Tur,Kharif     ,Haryana,5600.0,4160,554.7,858200.0,1960.0,0.84,27.5,63.5,5.57,298.6,49.8,23.1,27.2,4704.0,153.25,0.35,Sandy Loam
Bajra,Kharif     ,Haryana,464300.0,934000,554.7,71153975.0,162505.0,2.05,20.9,54.0,6.38,298.6,47.3,25.3,27.4,951815.0,153.25,0.35,Sandy
Barley,Rabi       ,Haryana,20800.0,75500,554.7,3187600.0,7280.0,3.61,31.9,54.4,6.14,298.6,51.7,21.6,26.7,75088.0,153.25,0.35,Loamy
Castor seed,Kharif     ,Haryana,1800.0,2000,554.7,275850.0,630.0,1.07,23.8,54.7,4.81,298.6,50.4,28.3,21.3,1926.0,153.25,0.35,Sandy Loam
Coriander,Whole Year ,Haryana,2261.0,4004,554.7,346498.2,791.4,1.9,26.4,66.0,6.18,298.6,49.1,26.5,24.4,4295.9,153.2499778858912,0.3500221141088014,Loamy
Garlic,Whole Year ,Haryana,3878.0,40764,554.7,594303.5,1357.3,10.17,21.2,50.7,7.47,298.6,53.3,21.3,25.4,39439.26,153.25,0.35,Loamy
Ginger,Whole Year ,Haryana,108.0,1877,554.7,16551.0,37.8,15.1,16.4,57.3,6.48,298.6,48.6,23.5,27.9,1630.8,153.25,0.35,Loamy
Gram,Rabi       ,Haryana,36900.0,43200,554.7,5654925.0,12915.0,1.24,25.6,37.1,6.87,298.6,48.9,23.8,27.4,45756.0,153.25,0.35,Sandy Loam
Groundnut,Kharif     ,Haryana,4700.0,5700,554.7,720275.0,1645.0,1.15,30.5,51.4,6.08,298.6,44.1,30.0,25.9,5405.0,153.25,0.35,Sandy Loam
Horse-gram,Kharif     ,Haryana,200.0,100,554.7,30650.0,70.0,0.5,27.0,56.3,6.52,298.6,48.9,27.0,24.1,100.0,153.25,0.35,Loamy
Jowar,Kharif     ,Haryana,52800.0,28200,554.7,8091600.0,18480.0,0.58,29.0,76.2,6.61,298.6,49.4,23.8,26.8,30624.0,153.25,0.35,Red
Maize,Kharif     ,Haryana,6300.0,19500,554.7,965475.0,2205.0,3.13,27.3,59.7,5.9,109.8,54.1,26.9,19.0,19719.0,153.25,0.35,Alluvial
Masoor,Rabi       ,Haryana,1600.0,1200,554.7,245200.0,560.0,0.87,28.1,60.0,6.69,298.6,46.5,25.3,28.2,1392.0,153.25,0.35,Loamy
Moong(Green Gram),Kharif     ,Haryana,15800.0,5200,554.7,2421350.0,5530.0,0.69,26.8,65.0,5.97,298.6,52.7,19.5,27.8,10902.0,153.25,0.35,Sandy Loam
Moth,Kharif     ,Haryana,600.0,100,554.7,91950.0,210.0,0.21,32.2,53.6,6.36,298.6,51.9,22.1,25.9,126.0,153.25,0.35,Loamy
Onion,Whole Year ,Haryana,28164.0,650394,554.7,4316133.0,9857.4,24.83,21.2,66.9,6.35,298.6,47.3,24.7,28.0,699312.12,153.25,0.35,Loamy
Peas & beans (Pulses),Kharif     ,Haryana,14225.0,105318,554.7,2179981.2,4978.8,8.5,29.6,57.6,6.21,298.6,48.1,21.7,30.2,120912.5,153.24999648506153,0.3500035149384886,Sandy Loam
Peas & beans (Pulses),Rabi       ,Haryana,3800.0,4700,554.7,582350.0,1330.0,1.26,21.8,49.9,6.79,298.6,44.9,29.0,26.1,4788.0,153.25,0.35,Sandy Loam
Potato,Whole Year ,Haryana,32832.0,811499,554.7,5031504.0,11491.2,24.85,24.6,62.0,6.83,298.6,51.5,25.9,22.6,815875.2000000001,153.25,0.35,Alluvial
Rapeseed &Mustard,Rabi       ,Haryana,504000.0,933100,554.7,77238000.0,176400.0,1.7,18.6,39.6,6.72,298.6,52.0,22.7,25.3,856800.0,153.25,0.35,Loamy
Rice,Kharif     ,Haryana,1384700.0,4451000,554.7,212205275.0,484645.0,2.95,21.8,76.5,5.89,298.6,57.3,23.8,18.9,4084865.000000001,153.25,0.35,Clayey
Sesamum,Kharif     ,Haryana,1600.0,1320,554.7,245200.0,560.0,0.83,16.0,42.5,7.3,298.6,51.4,28.9,19.7,1328.0,153.25,0.35,Loamy
Sugarcane,Whole Year ,Haryana,101500.0,8167000,554.7,15554875.0,35525.0,77.64,26.8,56.1,5.63,298.6,57.1,25.4,17.5,7880460.0,153.25,0.35,Loamy
Sunflower,Kharif     ,Haryana,8600.0,12100,554.7,1317950.0,3010.0,1.72,31.3,56.9,7.24,298.6,49.8,27.7,22.5,14792.0,153.25,0.35,Alluvial
Turmeric,Whole Year ,Haryana,1885.0,23797,554.7,288876.2,659.8,12.55,26.3,61.4,8.02,298.6,48.6,22.7,28.7,23656.75,153.24997347480107,0.3500265251989389,Red Loamy
Urad,Kharif     ,Haryana,1320.0,600,554.7,202290.0,462.0,1.58,35.6,52.3,6.67,298.6,51.6,21.4,27.0,2085.6,153.25,0.35,Loamy
other oilseeds,Rabi       ,Haryana,1300.0,1500,554.7,199225.0,455.0,1.07,16.5,43.2,6.47,298.6,49.4,27.3,23.3,1391.0,153.25,0.35,Loamy
Arhar/Tur,Kharif     ,Himachal Pradesh,11.0,2,1373.9,1685.8,3.8,0.37,19.6,56.3,5.18,298.6,47.6,25.2,27.3,4.07,153.25454545454545,0.3454545454545454,Sandy Loam
Bajra,Kharif     ,Himachal Pradesh,157.0,77,1373.9,24060.2,55.0,0.58,26.4,46.5,6.08,298.6,52.7,24.4,22.9,91.06,153.24968152866242,0.3503184713375796,Sandy
Barley,Rabi       ,Himachal Pradesh,19943.0,18125,1373.9,3056264.8,6980.0,0.93,22.0,71.6,6.72,298.6,50.4,21.7,27.9,18546.99,153.25000250714535,0.3499974928546357,Loamy
Coriander,Rabi       ,Himachal Pradesh,104.0,14,1373.9,15938.0,36.4,0.21,26.7,64.8,6.47,298.6,43.6,29.8,26.5,21.84,153.25,0.35,Loamy
Cotton(lint),Kharif     ,Himachal Pradesh,30.0,12,1373.9,4597.5,10.5,0.37,23.9,79.8,6.51,99.9,52.0,18.1,29.9,11.1,153.25,0.35,Black
Dry chillies,Kharif     ,Himachal Pradesh,445.0,143,1373.9,68196.2,155.8,0.31,17.0,54.6,6.42,298.6,55.1,20.8,24.1,137.95,153.24988764044943,0.3501123595505618,Loamy
Garlic,Rabi       ,Himachal Pradesh,3342.0,912,1373.9,512161.5,1169.7,0.42,18.8,70.8,6.9,298.6,45.3,24.8,29.9,1403.64,153.25,0.35,Loamy
Gram,Rabi       ,Himachal Pradesh,467.0,204,1373.9,71567.8,163.4,0.35,28.7,55.8,6.76,298.6,49.3,28.5,22.3,163.45,153.25010706638116,0.3498929336188437,Sandy Loam
Horse-gram,Kharif     ,Himachal Pradesh,1696.0,595,1373.9,259912.0,593.6,0.35,24.5,53.9,5.99,298.6,50.4,24.4,25.2,593.5999999999999,153.25,0.35,Loamy
Linseed,Rabi       ,Himachal Pradesh,417.0,114,1373.9,63905.2,146.0,0.2,27.0,76.7,7.17,298.6,53.3,25.1,21.6,83.4,153.24988009592326,0.3501199040767386,Loamy
Maize,Kharif     ,Himachal Pradesh,262595.0,483441,1373.9,40242683.8,91908.2,2.09,24.1,64.1,5.66,109.8,57.2,25.4,17.4,548823.5499999999,153.25000019040726,0.3499998095927188,Alluvial
Masoor,Rabi       ,Himachal Pradesh,486.0,150,1373.9,74479.5,170.1,0.48,31.8,65.3,6.56,298.6,53.8,22.9,23.4,233.28,153.25,0.35,Loamy
Moong(Green Gram),Kharif     ,Himachal Pradesh,71.0,25,1373.9,10880.8,24.8,0.28,23.2,66.3,6.7,298.6,55.6,20.7,23.7,19.880000000000003,153.2507042253521,0.3492957746478873,Sandy Loam
Moth,Kharif     ,Himachal Pradesh,15.0,4,1373.9,2298.8,5.2,0.18,23.7,65.3,7.02,298.6,50.3,25.9,23.7,2.7,153.25333333333336,0.3466666666666667,Loamy
Peas & beans (Pulses),Kharif     ,Himachal Pradesh,612.0,914,1373.9,93789.0,214.2,1.32,25.4,52.0,6.69,298.6,45.7,27.1,27.3,807.84,153.25,0.35,Sandy Loam
Peas & beans (Pulses),Rabi       ,Himachal Pradesh,7156.0,10189,1373.9,1096657.0,2504.6,1.14,23.2,58.2,6.47,298.6,47.4,29.5,23.1,8157.839999999999,153.25,0.35,Sandy Loam
Potato,Kharif     ,Himachal Pradesh,6448.0,64460,1373.9,988156.0,2256.8,11.6,27.9,64.1,6.75,298.6,49.6,23.3,27.1,74796.8,153.25,0.35,Alluvial
Potato,Rabi       ,Himachal Pradesh,3407.0,23691,1373.9,522122.8,1192.4,4.69,16.8,81.6,6.48,298.6,46.8,24.1,29.1,15978.830000000002,153.25001467566773,0.3499853243322571,Alluvial
Ragi,Kharif     ,Himachal Pradesh,1867.0,1958,1373.9,286117.8,653.4,0.85,21.7,61.2,5.88,298.6,48.4,27.2,24.4,1586.95,153.25002678093196,0.3499732190680235,Red
Rapeseed &Mustard,Rabi       ,Himachal Pradesh,7129.0,1692,1373.9,1092519.2,2495.2,0.3,23.2,55.1,6.57,298.6,51.1,27.3,21.6,2138.7,153.2499929863936,0.3500070136063964,Loamy
Sannhamp,Kharif     ,Himachal Pradesh,5.0,1,1373.9,766.2,1.8,0.12,28.4,90.3,6.55,298.6,52.4,24.8,22.8,0.6,153.24,0.36,Loamy
Sesamum,Kharif     ,Himachal Pradesh,2715.0,861,1373.9,416073.8,950.2,0.32,22.5,70.8,6.84,298.6,50.6,24.7,24.7,868.8000000000001,153.25001841620625,0.3499815837937385,Loamy
Soyabean,Kharif     ,Himachal Pradesh,512.0,915,1373.9,78464.0,179.2,1.52,22.4,50.5,6.27,298.6,50.4,27.8,21.8,778.24,153.25,0.35,Black
Turmeric,Kharif     ,Himachal Pradesh,136.0,81,1373.9,20842.0,47.6,0.6,22.5,63.9,6.58,298.6,49.3,30.5,20.2,81.6,153.25,0.35,Red Loamy
Urad,Kharif     ,Himachal Pradesh,9124.0,3682,1373.9,1398253.0,3193.4,0.53,18.8,79.4,6.47,298.6,54.7,22.6,22.8,4835.72,153.25,0.35,Loamy
Arhar/Tur,Kharif     ,Madhya Pradesh,692000.0,871000,1048.4,106049000.0,242200.0,1.21,27.7,57.6,6.56,298.6,47.8,22.7,29.5,837320.0,153.25,0.35,Sandy Loam
Bajra,Kharif     ,Madhya Pradesh,279000.0,776000,1048.4,42756750.0,97650.0,2.05,26.1,77.6,6.74,298.6,51.1,24.1,24.8,571950.0,153.25,0.35,Sandy
Banana,Whole Year ,Madhya Pradesh,26969.8,1873689,1048.4,4133121.8,9439.4,44.61,22.1,61.9,7.21,119.8,48.5,26.9,24.5,1203122.778,153.2499981460745,0.3499988876446989,Loamy
Barley,Kharif     ,Madhya Pradesh,116100.0,384790,1048.4,17792325.0,40635.0,3.23,22.9,43.4,6.88,298.6,49.6,27.3,23.1,375003.0,153.25,0.35,Loamy
Coriander,Whole Year ,Madhya Pradesh,275762.83,387428,1048.4,42260653.7,96517.0,1.59,33.2,79.7,5.98,298.6,54.3,21.6,24.0,438462.89970000007,153.25000000906576,0.350000034449893,Loamy
Cotton(lint),Kharif     ,Madhya Pradesh,600000.0,947000,1048.4,91950000.0,210000.0,1.42,24.5,47.8,6.36,99.9,51.0,21.9,27.2,852000.0,153.25,0.35,Black
Dry chillies,Whole Year ,Madhya Pradesh,98537.8,303625,1048.4,15100917.8,34488.2,3.74,30.0,47.2,6.41,298.6,48.3,27.9,23.8,368531.372,153.2499994925805,0.3499996955483073,Loamy
Garlic,Whole Year ,Madhya Pradesh,156880.15,1716856,1048.4,24041883.0,54908.1,11.13,32.3,64.3,5.94,298.6,48.7,24.5,26.8,1746076.0695,153.25000007967867,0.3500003027789048,Loamy
Ginger,Whole Year ,Madhya Pradesh,23153.07,372640,1048.4,3548208.0,8103.6,16.17,25.8,57.3,6.04,298.6,52.4,24.4,23.3,374385.1419000001,153.25000097179338,0.3500011013658232,Loamy
Gram,Rabi       ,Madhya Pradesh,3223000.0,4546000,1048.4,493924750.0,1128050.0,1.44,19.9,72.3,5.61,298.6,51.5,25.1,23.4,4641120.0,153.25,0.35,Sandy Loam
Horse-gram,Kharif     ,Madhya Pradesh,13000.0,6420,1048.4,1992250.0,4550.0,0.48,25.0,50.4,7.1,298.6,49.4,23.6,27.0,6240.0,153.25,0.35,Loamy
Jowar,Kharif     ,Madhya Pradesh,221000.0,438000,1048.4,33868250.0,77350.0,1.76,22.3,71.0,6.27,298.6,47.8,28.7,23.5,388960.0,153.25,0.35,Red
Jute,Kharif     ,Madhya Pradesh,6000.0,6000,1048.4,919500.0,2100.0,1.0,20.2,38.2,6.5,199.8,43.4,28.6,28.0,6000.0,153.25,0.35,Loamy
Maize,Kharif     ,Madhya Pradesh,1264000.0,4300000,1048.4,193708000.0,442400.0,2.48,33.2,53.4,5.48,109.8,54.8,24.2,21.0,3134720.0,153.25,0.35,Alluvial
Masoor,Rabi       ,Madhya Pradesh,575000.0,651000,1048.4,88118750.0,201250.0,1.05,23.3,70.6,5.72,298.6,51.8,30.0,18.2,603750.0,153.25,0.35,Loamy
Mesta,Kharif     ,Madhya Pradesh,2000.0,1439,1048.4,306500.0,700.0,0.65,32.8,39.2,6.85,298.6,49.7,27.8,22.4,1300.0,153.25,0.35,Loamy
Moong(Green Gram),Kharif     ,Madhya Pradesh,224000.0,131000,1048.4,34328000.0,78400.0,0.58,27.0,57.8,6.34,298.6,52.2,20.3,27.5,129920.0,153.25,0.35,Sandy Loam
Niger seed,Kharif     ,Madhya Pradesh,73000.0,26591,1048.4,11187250.0,25550.0,0.36,23.4,41.4,6.91,298.6,48.6,25.1,26.3,26280.0,153.25,0.35,Loamy
Onion,Whole Year ,Madhya Pradesh,150839.21,3821047,1048.4,23116108.9,52793.7,23.96,24.7,59.6,6.85,298.6,46.5,26.6,26.9,3614107.4716,153.24999978453877,0.349999844204965,Loamy
Other  Rabi pulses,Rabi       ,Madhya Pradesh,29000.0,25700,1048.4,4444250.0,10150.0,0.87,18.2,49.4,6.75,298.6,47.4,31.5,21.1,25230.0,153.25,0.35,Loamy
Other Cereals,Kharif     ,Madhya Pradesh,52000.0,41700,1048.4,7969000.0,18200.0,0.8,23.5,50.2,7.38,298.6,52.9,22.7,24.4,41600.0,153.25,0.35,Loamy
Other Cereals,Rabi       ,Madhya Pradesh,4200.0,3980,1048.4,643650.0,1470.0,0.72,20.3,55.2,6.84,298.6,48.5,25.4,26.1,3024.0,153.25,0.35,Loamy
Other Kharif pulses,Kharif     ,Madhya Pradesh,2000.0,2000,1048.4,306500.0,700.0,1.0,18.3,43.0,6.31,298.6,43.4,32.0,24.6,2000.0,153.25,0.35,Loamy
Peas & beans (Pulses),Rabi       ,Madhya Pradesh,507000.0,522000,1048.4,77697750.0,177450.0,0.97,22.2,60.0,6.84,298.6,41.8,28.3,29.9,491790.0,153.25,0.35,Sandy Loam
Potato,Whole Year ,Madhya Pradesh,159997.16,3460981,1048.4,24519564.8,55999.0,21.31,19.8,68.0,7.11,298.6,49.4,26.6,24.0,3409539.4796,153.25000018750333,0.3499999624993343,Alluvial
Rapeseed &Mustard,Rabi       ,Madhya Pradesh,711000.0,920987,1048.4,108960750.0,248850.0,1.05,27.4,62.7,5.66,298.6,51.0,21.1,27.8,746550.0,153.25,0.35,Loamy
Rice,Kharif     ,Madhya Pradesh,2260000.0,5400540,1048.4,346345000.0,791000.0,2.04,25.7,82.6,5.04,298.6,51.8,23.8,24.4,4610400.0,153.25,0.35,Clayey
Safflower,Rabi       ,Madhya Pradesh,29480.0,14770,1048.4,4517810.0,10318.0,0.67,24.0,53.4,6.52,298.6,50.2,25.2,24.6,19751.6,153.25,0.35,Loamy
Sesamum,Whole Year ,Madhya Pradesh,382000.0,166420,1048.4,58541500.0,133700.0,0.5,23.8,57.4,7.4,298.6,52.9,25.5,21.6,191000.0,153.25,0.35,Loamy
Small millets,Kharif     ,Madhya Pradesh,132000.0,131620,1048.4,20229000.0,46200.0,1.14,21.8,56.4,4.99,298.6,47.4,23.0,29.6,150480.0,153.25,0.35,Loamy
Soyabean,Kharif     ,Madhya Pradesh,5402000.0,6650000,1048.4,827856500.0,1890700.0,1.17,30.3,52.8,6.86,298.6,48.7,24.0,27.3,6320340.0,153.25,0.35,Black
Sugarcane,Whole Year ,Madhya Pradesh,91930.0,4726000,1048.4,14088272.5,32175.5,30.36,28.2,72.9,7.09,298.6,57.0,23.7,19.3,2790994.8,153.25,0.35,Loamy
Sunflower,Rabi       ,Madhya Pradesh,1520.0,1520,1048.4,232940.0,532.0,1.0,28.0,68.8,6.2,298.6,52.4,21.4,26.2,1520.0,153.25,0.35,Alluvial
Sweet potato,Whole Year ,Madhya Pradesh,4432.2,63449,1048.4,679234.6,1551.3,17.19,25.4,66.5,6.43,298.6,57.2,20.6,22.2,76189.518,153.24998871892063,0.3500067686476242,Loamy
Turmeric,Whole Year ,Madhya Pradesh,12876.75,229581,1048.4,1973361.9,4506.9,19.31,20.2,59.5,6.03,298.6,51.3,25.9,22.7,248650.0425,153.24999708777446,0.3500029122255227,Red Loamy
Urad,Kharif     ,Madhya Pradesh,1168000.0,1064000,1048.4,178996000.0,408800.0,0.91,26.8,63.7,5.74,298.6,54.2,21.6,24.1,1062880.0,153.25,0.35,Loamy
Wheat,Rabi       ,Madhya Pradesh,6423000.0,21916000,1048.4,984324750.0,2248050.0,3.29,15.9,60.7,5.87,298.6,57.4,18.6,24.0,21131670.0,153.25,0.35,Alluvial
Arhar/Tur,Kharif     ,Maharashtra,1435643.0,2089252,1151.1,220012289.8,502475.0,1.18,28.0,77.6,5.93,298.6,45.1,28.9,26.0,1694058.74,153.25000003482762,0.3499999651724001,Sandy Loam
Bajra,Kharif     ,Maharashtra,837081.0,799743,1151.1,128282663.3,292978.4,0.65,34.1,73.5,7.14,298.6,53.6,23.4,22.9,544102.65,153.25000005973138,0.3500000597313761,Sandy
Castor seed,Kharif     ,Maharashtra,7049.0,2074,1151.1,1080259.2,2467.2,0.38,14.9,53.7,6.49,298.6,53.2,26.8,19.9,2678.62,153.24999290679528,0.3500070932047098,Sandy Loam
Gram,Rabi       ,Maharashtra,1929130.0,1940925,1151.1,295639172.5,675195.5,0.98,23.1,62.2,6.96,298.6,52.0,25.9,22.1,1890547.4,153.25,0.35,Sandy Loam
Groundnut,Summer     ,Maharashtra,120010.0,133475,1151.1,18391532.5,42003.5,1.32,28.2,53.6,5.55,298.6,42.2,31.6,26.2,158413.2,153.25,0.35,Sandy Loam
Jowar,Kharif     ,Maharashtra,603420.0,575376,1151.1,92474115.0,211197.0,0.93,21.9,49.9,6.24,298.6,50.0,25.0,24.9,561180.6,153.25,0.35,Red
Jowar,Rabi       ,Maharashtra,3012030.0,1963350,1151.1,461593597.5,1054210.5,0.91,18.0,68.4,7.09,298.6,49.8,22.5,27.7,2740947.3000000003,153.25,0.35,Red
Linseed,Rabi       ,Maharashtra,14203.0,3354,1151.1,2176609.8,4971.0,0.34,31.7,64.5,6.06,298.6,49.9,28.5,21.6,4829.02,153.25000352038302,0.3499964796169823,Loamy
Maize,Rabi       ,Maharashtra,344895.0,1084699,1151.1,52855158.8,120713.2,2.64,14.6,58.3,6.88,109.8,46.9,32.3,20.8,910522.8,153.25000014497164,0.3499998550283419,Alluvial
Maize,Summer     ,Maharashtra,50200.0,107630,1151.1,7693150.0,17570.0,1.87,21.7,57.9,5.16,109.8,54.3,23.6,22.1,93874.0,153.25,0.35,Alluvial
Moong(Green Gram),Kharif     ,Maharashtra,444267.0,260048,1151.1,68083917.8,155493.4,0.59,23.9,56.4,5.23,298.6,47.9,25.0,27.1,262117.53,153.25000011254494,0.3499998874550664,Sandy Loam
Niger seed,Kharif     ,Maharashtra,14052.0,2320,1151.1,2153469.0,4918.2,0.18,20.8,63.2,6.74,298.6,50.9,25.5,23.6,2529.36,153.25,0.35,Loamy
Other  Rabi pulses,Rabi       ,Maharashtra,122180.0,69160,1151.1,18724085.0,42763.0,0.51,16.7,51.0,6.22,298.6,43.4,30.8,25.8,62311.8,153.25,0.35,Loamy
Other Cereals,Kharif     ,Maharashtra,44130.0,24148,1151.1,6762922.5,15445.5,0.48,28.9,56.8,6.19,298.6,45.7,26.7,27.6,21182.4,153.25,0.35,Loamy
Other Cereals,Rabi       ,Maharashtra,10612.0,4166,1151.1,1626289.0,3714.2,0.44,31.3,63.8,6.22,298.6,53.8,24.2,22.0,4669.28,153.25,0.35,Loamy
Other Cereals,Summer     ,Maharashtra,29240.0,44420,1151.1,4481030.0,10234.0,1.67,30.1,64.6,7.9,298.6,49.2,24.9,25.9,48830.8,153.25,0.35,Loamy
Ragi,Kharif     ,Maharashtra,92825.0,111073,1151.1,14225431.2,32488.8,1.09,21.1,42.9,6.46,298.6,51.3,23.7,25.0,101179.25,153.249999461352,0.3500005386479935,Red
